time,temperature
1245,-4.267812729
1246,-4.305053711
1247,-4.398155212
1248,-4.211950302
1249,-4.17470932
1250,-4.17470932
1251,-4.137468338
1252,-4.156089783
1253,-4.137468338
1254,-4.100227356
1255,-4.025745392
1256,-3.951265335
1257,-3.93264389
1258,-3.839542389
1259,-3.839542389
1260,-3.616096497
1261,-3.578855515
1262,-3.653337479
1263,-3.597475052
1264,-3.37402916
1265,-3.355409622
1266,-3.299547195
1267,-3.225067139
1268,-3.262308121
1269,-3.094722748
1270,-3.094722748
1271,-3.038862228
1272,-2.964380264
1273,-2.8898983
1274,-2.778175354
1275,-2.70369339
1276,-2.573348999
1277,-2.498868942
1278,-2.405765533
1279,-2.349905014
1280,-2.238182068
1281,-2.107837677
1282,-2.070596695
1283,-1.958873749
1284,-1.828531265
1285,-1.847150803
1286,-1.549224854
1287,-1.456121445
1288,-1.344398499
1289,-1.288537979
1290,-1.139574051
1291,-1.083713531
1292,-0.934749603
1293,-0.785785675
1294,-0.674062729
1295,-0.58095932
1296,-0.450616837
1297,-0.320274353
1298,-0.245792389
1299,-0.040966034
1300,0.03351593
1301,0.256961823
1302,0.294202805
1303,0.46178627
1304,0.536268234
1305,0.7038517
1306,0.759714127
1307,1.001779556
1308,1.150743485
1309,1.13212204
1310,1.355567932
1311,1.541772842
1312,1.709358215
1313,1.802459717
1314,2.025905609
1315,2.193489075
1316,2.267971039
1317,2.39831543
1318,2.640380859
1319,2.752103806
1320,2.863826752
1321,2.882446289
1322,3.292097092
1323,3.403820038
1324,3.608644485
1325,3.720367432
1326,3.86933136
1327,4.148637772
1328,4.204500198
1329,4.353464127
1330,4.781734467
1331,4.83759594
1332,5.135523796
1333,5.247245789
1334,5.582414627
1335,5.749999046
1336,5.917582512
1337,6.122407913
1338,6.25275135
1339,6.476197243
1340,6.60654068
1341,6.867226601
1342,6.997570038
1343,7.202395439
1344,7.444460869
1345,7.630665779
1346,7.723768234
1347,8.058937073
1348,8.189279556
1349,8.226520538
1350,8.80375576
1351,8.896857262
1352,8.989959717
1353,9.176164627
1354,9.548573494
1355,9.734778404
1356,9.995465279
1357,10.18167019
1358,10.36787415
1359,10.665802
1360,11.11269283
1361,11.13131332
1362,11.31751823
1363,11.50372314
1364,11.78302956
1365,12.0995779
1366,12.17405987
1367,12.49060822
1368,12.76991463
1369,13.01198101
1370,13.14232445
1371,13.42163086
1372,13.60783577
1373,13.62645626
1374,13.86852264
1375,13.98024559
1376,14.27817249
1377,14.81816673
1378,15.17195511
1379,15.17195511
1380,15.41402054
1381,15.52574348
1382,15.74918938
1383,15.86091232
1384,16.28918266
1385,16.49400711
1386,16.86641693
1387,17.22020721
1388,17.46227264
1389,17.72295952
1390,17.77882004
1391,18.07674789
1392,18.13260841
1393,18.35605431
1394,18.52363968
1395,18.76570511
1396,18.76570511
1397,19.00777054
1398,19.0822525
1399,19.34293938
1400,19.45466232
1401,19.45466232
1402,19.67810822
1403,19.84569168
1404,19.82707214
1405,20.125
1406,20.311203
1407,20.311203
1408,20.38568497
1409,20.55327034
1410,20.77671623
1411,20.96291924
1412,21.13050461
1413,21.29808807
1414,21.40981102
1415,21.57739639
1416,21.72635841
1417,21.87532234
1418,22.00566673
1419,22.26635361
1420,22.32221413
1421,22.60152054
1422,22.71324348
1423,22.89944839
1424,23.01117134
1425,23.21599579
1426,23.38358116
1427,23.49530411
1428,23.68150902
1429,23.84909248
1430,23.96081543
1431,23.97943497
1432,24.29598427
1433,24.37046623
1434,24.59391022
1435,24.74287415
1436,24.96632004
1437,24.91045952
1438,25.20838547
1439,25.39459229
1440,25.48769379
1441,25.59941673
1442,25.74838066
1443,25.89734268
1444,26.00906754
1445,26.23251152
1446,26.36285591
1447,26.51181984
1448,26.49319839
1449,26.79112625
1450,26.88422775
1451,26.94009018
1452,27.23801804
1453,27.34973907
1454,27.42422104
1455,27.57318497
1456,27.66628838
1457,27.92697525
1458,28.0386982
1459,28.22490311
1460,28.26214218
1461,28.37386703
1462,28.48558807
1463,28.67179298
1464,28.80213547
1465,28.87661743
1466,29.02558136
1467,29.15592575
1468,29.28627014
1469,29.39799118
1470,29.49109268
1471,29.52833557
1472,29.71453857
1473,29.88212395
1474,29.95660591
1475,30.08694839
1476,30.19867134
1477,30.38487625
1478,30.45935822
1479,30.53384018
1480,30.64556313
1481,30.73866653
1482,30.90625
1483,30.98073196
1484,31.092453
1485,31.18555641
1486,31.29727936
1487,31.37176132
1488,31.39038086
1489,31.68830872
1490,31.80003166
1491,31.83727264
1492,31.98623657
1493,32.06071854
1494,32.1352005
1495,32.30278397
1496,32.35864639
1497,32.37726593
1498,32.5448494
1499,32.65657425
1500,32.71243286
1501,32.82415771
1502,32.91725922
1503,33.04760361
1504,33.08484268
1505,33.177948
1506,33.2710495
1507,33.28966904
1508,33.42001343
1509,33.51311493
1510,33.62483978
1511,33.64345932
1512,33.73656082
1513,33.92276382
1514,33.88552475
1515,33.88552475
1516,34.07172775
1517,34.10897064
1518,34.18345261
1519,34.27655411
1520,34.27655411
1521,34.5
1522,34.53723907
1523,34.66758347
1524,34.74206543
1525,34.87240982
1526,34.83516693
1527,34.87240982
1528,35.13309479
1529,35.09585571
1530,35.13309479
1531,35.20757675
1532,35.37516022
1533,35.41240311
1534,35.59860611
1535,35.57998657
1536,35.635849
1537,35.71033096
1538,35.59860611
1539,35.822052
1540,35.97101593
1541,35.95239639
1542,35.97101593
1543,36.17584229
1544,36.10136032
1545,36.1385994
1546,36.28756714
1547,36.17584229
1548,36.34342575
1549,36.51100922
1550,36.45514679
1551,36.45514679
1552,36.69721222
1553,36.75307465
1554,36.69721222
1555,36.88341904
1556,36.88341904
1557,36.92066193
1558,36.93928146
1559,37.01376343
1560,37.12548447
1561,37.12548447
1562,37.19996643
1563,37.27444839
1564,37.31169128
1565,37.33031082
1566,37.29306793
1567,37.40479279
1568,37.42341232
1569,37.51651764
1570,37.55375671
1571,37.60961914
1572,37.68409729
1573,37.70272064
1574,37.73995972
1575,37.72134018
1576,37.87030411
1577,37.92616272
1578,38.03788757
1579,38.0006485
1580,38.0006485
1581,38.03788757
1582,38.13098907
1583,38.16823196
1584,38.26133347
1585,38.20547485
1586,38.279953
1587,38.29857636
1588,38.31719589
1589,38.46615982
1590,38.41029739
1591,38.46615982
1592,38.57788086
1593,38.57788086
1594,38.63374329
1595,38.68960571
1596,38.59650421
1597,38.61511993
1598,38.68960571
1599,38.74546814
1600,38.70822525
1601,38.85718918
1602,38.83856964
1603,38.96891022
1604,39.09925461
1605,38.98753357
1606,39.043396
1607,39.00615311
1608,39.043396
1609,39.043396
1610,39.15511703
1611,39.21097565
1612,39.19235992
1613,39.415802
1614,39.35993958
1615,39.34132004
1616,39.43442535
1617,39.35993958
1618,39.58338928
1619,39.37856293
1620,39.45304108
1621,39.49028397
1622,39.43442535
1623,39.47166443
1624,39.54614639
1625,39.69511032
1626,39.58338928
1627,39.56476593
1628,39.80683136
1629,39.65786743
1630,39.602005
1631,39.73235321
1632,39.80683136
1633,39.82545471
1634,39.93717575
1635,39.86269379
1636,39.97441864
1637,39.93717575
1638,40.03027725
1639,40.04889679
1640,40.12338257
1641,40.08613968
1642,40.365448
1643,40.34682465
1644,40.365448
1645,40.42131042
1646,40.51441193
1647,40.49578857
1648,40.551651
1649,40.58889008
1650,40.66337585
1651,40.60751343
1652,40.83095551
1653,40.86819839
1654,40.86819839
1655,40.90544128
1656,40.94268036
