time,pressure
1679,1001.970703
1680,1001.96875
1681,1001.97168
1682,1001.966797
1683,1001.980225
1684,1002.002197
1685,1002.010742
1686,1002.023682
1687,1002.007568
1688,1002.062988
1689,1001.974854
1690,1002.032471
1691,1002.070068
1692,1001.917236
1693,1001.979492
1694,1002.007813
1695,1002.033936
1696,1002.040771
1697,1002.064209
1698,1002.108154
1699,1002.05127
1700,1002.072998
1701,1002.070313
1702,1002.028076
1703,1002.094238
1704,1002.125
1705,1002.095215
1706,1002.084961
1707,1002.103027
1708,1002.166748
1709,1002.060791
1710,1002.053955
1711,1002.126709
1712,1002.166992
1713,1002.204346
1714,1002.104492
1715,1002.150391
1716,1002.186279
1717,1002.228027
1718,1002.155029
1719,1002.157959
1720,1002.178711
1721,1002.184814
1722,1002.199463
1723,1002.165283
1724,1002.217529
1725,1002.154053
1726,1002.163818
1727,1002.185547
1728,1002.186279
1729,1002.261963
1730,1002.18335
1731,1002.21875
1732,1002.239502
1733,1002.270996
1734,1002.316406
1735,1002.208984
1736,1002.219971
1737,1002.207764
1738,1002.236572
1739,1002.260254
1740,1002.282959
1741,1002.237061
1742,1002.214355
1743,1002.220947
1744,1002.255615
1745,1002.309326
1746,1002.279297
1747,1002.260498
1748,1002.271973
1749,1002.19043
1750,1002.25293
1751,1002.256592
1752,1002.260498
1753,1002.273926
1754,1002.210693
1755,1002.236328
1756,1002.279297
1757,1002.304199
1758,1002.302002
1759,1002.30835
1760,1002.271484
1761,1002.275879
1762,1002.306396
1763,1002.288086
1764,1002.268799
1765,1002.329834
1766,1002.321533
1767,1002.339355
1768,1002.327637
1769,1002.255615
1770,1002.33252
1771,1002.279053
1772,1002.304932
1773,1002.31665
1774,1002.290283
1775,1002.259033
1776,1002.296875
1777,1002.37793
1778,1002.331299
1779,1002.314941
1780,1002.319092
1781,1002.267578
1782,1002.300293
1783,1002.320313
1784,1002.312988
1785,1002.336426
1786,1002.391846
1787,1002.316162
1788,1002.291016
1789,1002.323242
1790,1002.333496
1791,1002.216309
1792,1002.361328
1793,1002.326416
1794,1002.263672
1795,1002.399902
1796,1002.252441
1797,1002.377197
1798,1002.36792
1799,1002.311523
1800,1002.334717
1801,1002.384033
1802,1002.392578
1803,1002.374023
1804,1002.356689
1805,1002.343262
1806,1002.350342
1807,1002.367188
1808,1002.382324
1809,1002.386719
1810,1002.392578
1811,1002.369141
1812,1002.360596
1813,1002.332764
1814,1002.370361
1815,1002.385254
1816,1002.337158
1817,1002.431152
1818,1002.395508
1819,1002.402588
1820,1002.30542
1821,1002.335693
1822,1002.438965
1823,1002.319824
1824,1002.385254
1825,1002.360107
1826,1002.382324
1827,1002.36084
1828,1002.390381
1829,1002.387207
1830,1002.38623
1831,1002.386475
1832,1002.320068
1833,1002.335693
1834,1002.315918
1835,1002.39917
1836,1002.413086
1837,1002.368896
1838,1002.37085
1839,1002.3479
1840,1002.343994
1841,1002.331299
1842,1002.32373
1843,1002.338867
1844,1002.349365
1845,1002.367676
1846,1002.343994
1847,1002.376221
1848,1002.398193
1849,1002.414063
1850,1002.391846
1851,1002.335205
1852,1002.3396
1853,1002.333984
1854,1002.363525
1855,1002.442871
1856,1002.414063
1857,1002.31543
1858,1002.365967
1859,1002.372803
1860,1002.383545
1861,1002.430176
1862,1002.374512
1863,1002.456543
1864,1002.340332
1865,1002.36084
1866,1002.35498
1867,1002.372314
1868,1002.456543
1869,1002.449707
1870,1002.461914
1871,1002.391602
1872,1002.427002
1873,1002.410645
1874,1002.439697
1875,1002.47168
1876,1002.411621
1877,1002.442383
1878,1002.453369
1879,1002.452148
1880,1002.408936
1881,1002.441895
1882,1002.421875
1883,1002.436279
1884,1002.430176
1885,1002.475098
1886,1002.405518
1887,1002.432373
1888,1002.451904
1889,1002.475342
1890,1002.4021
1891,1002.437256
1892,1002.456299
1893,1002.410645
1894,1002.465088
1895,1002.459229
1896,1002.463379
1897,1002.36377
1898,1002.425049
1899,1002.398926
1900,1002.492188
1901,1002.438965
1902,1002.378662
1903,1002.415527
1904,1002.426025
1905,1002.437744
1906,1002.399414
1907,1002.459961
1908,1002.439209
1909,1002.459961
1910,1002.422119
1911,1002.402588
1912,1002.426514
1913,1002.435059
1914,1002.476074
1915,1002.43335
1916,1002.367432
1917,1002.428955
1918,1002.391113
1919,1002.460938
1920,1002.438965
1921,1002.371094
1922,1002.385498
1923,1002.431641
1924,1002.36377
1925,1002.421875
1926,1002.428223
1927,1002.403809
1928,1002.435303
1929,1002.433594
1930,1002.425537
1931,1002.440186
1932,1002.446289
1933,1002.414307
1934,1002.476807
1935,1002.438477
1936,1002.43457
1937,1002.426025
1938,1002.456543
1939,1002.442383
1940,1002.402588
1941,1002.499023
1942,1002.423584
1943,1002.383545
1944,1002.489746
1945,1002.45874
1946,1002.487305
1947,1002.521484
1948,1002.500732
1949,1002.503418
1950,1002.532959
1951,1002.487061
1952,1002.558594
1953,1002.485107
1954,1002.487305
1955,1002.506104
1956,1002.427734
1957,1002.447998
1958,1002.447754
1959,1002.486084
1960,1002.449707
1961,1002.438477
1962,1002.456543
1963,1002.468506
1964,1002.370605
1965,1002.362061
1966,1002.417725
1967,1002.447266
1968,1002.453125
1969,1002.412109
1970,1002.411133
1971,1002.476318
1972,1002.432617
1973,1002.473145
1974,1002.44165
1975,1002.454834
1976,1002.442139
1977,1002.475586
1978,1002.426025
1979,1002.48877
1980,1002.455811
1981,1002.510498
1982,1002.488525
1983,1002.442871
1984,1002.453369
1985,1002.460449
1986,1002.49707
1987,1002.458496
1988,1002.45459
1989,1002.490967
1990,1002.496826
1991,1002.424805
1992,1002.39917
1993,1002.448242
1994,1002.406982
1995,1002.459473
1996,1002.475098
1997,1002.481445
1998,1002.45874
1999,1002.477783
2000,1002.40332
2001,1002.498779
2002,1002.502441
2003,1002.39917
2004,1002.440674
2005,1002.487793
2006,1002.480957
2007,1002.450195
2008,1002.452881
2009,1002.5
2010,1002.457031
2011,1002.445557
2012,1002.423096
2013,1002.44873
2014,1002.45166
2015,1002.502197
2016,1002.482178
2017,1002.468018
2018,1002.489014
2019,1002.456055
2020,1002.408691
2021,1002.443848
2022,1002.471191
2023,1002.452637
2024,1002.463379
2025,1002.472412
2026,1002.409668
2027,1002.427246
2028,1002.438477
2029,1002.411133
2030,1002.46582
2031,1002.395752
2032,1002.406006
2033,1002.424316
2034,1002.3396
2035,1002.414063
2036,1002.428955
2037,1002.442871
2038,1002.462158
2039,1002.45752
2040,1002.439697
2041,1002.445557
2042,1002.465332
2043,1002.486572
2044,1002.439941
2045,1002.476807
2046,1002.506104
2047,1002.421875
2048,1002.430176
2049,1002.438232
2050,1002.46875
2051,1002.462402
2052,1002.477295
2053,1002.401367
2054,1002.415527
2055,1002.450928
2056,1002.473389
2057,1002.384277
2058,1002.450195
2059,1002.440674
2060,1002.492676
2061,1002.434814
2062,1002.391357
2063,1002.449951
2064,1002.460205
2065,1002.410889
2066,1002.440186
2067,1002.347412
2068,1002.371826
2069,1002.443115
2070,1002.412354
2071,1002.312988
2072,1002.414551
2073,1002.407471
2074,1002.415527
2075,1002.462402
2076,1002.448242
2077,1002.424561
2078,1002.384277
2079,1002.411865
2080,1002.373779
2081,1002.331543
2082,1002.328613
2083,1002.30249
2084,1002.333984
2085,1002.335938
2086,1002.352783
2087,1002.352539
2088,1002.355225
2089,1002.364258
2090,1002.355225
2091,1002.34082
2092,1002.340332
2093,1002.322266
2094,1002.347412
2095,1002.306152
2096,1002.288818
2097,1002.313477
2098,1002.278809
2099,1002.287109
2100,1002.334717
2101,1002.397461
2102,1002.370361
2103,1002.335449
2104,1002.382568
2105,1002.307129
2106,1002.332764
2107,1002.266846
2108,1002.338379
2109,1002.290039
2110,1002.312012
2111,1002.243652
2112,1002.280762
2113,1002.227051
2114,1002.252686
2115,1002.249512
2116,1002.256104
2117,1002.199707
2118,1002.181641
2119,1002.159668
2120,1002.150146
2121,1002.202637
2122,1002.15625
2123,1002.103516
2124,1002.084717
2125,1002.087646
2126,1002.166504
2127,1002.102295
2128,1002.112061
2129,1002.098145
2130,1002.127441
2131,1002.112061
2132,1002.148682
2133,1002.083984
2134,1002.11499
2135,1002.101563
2136,1002.061768
2137,1002.163818
2138,1002.118652
2139,1002.05542
2140,1002.092529
2141,1002.101074
2142,1002.0979
2143,1002.036377
2144,1002.121094
2145,1002.046387
2146,1002.13501
2147,1002.10083
2148,1002.176514
2149,1002.107666
2150,1002.161133
2151,1002.188232
2152,1002.13916
2153,1002.115479
2154,1002.12793
2155,1002.201904
2156,1002.225586
2157,1002.206543
2158,1002.237549
2159,1002.232422
2160,1002.289307
2161,1002.237549
2162,1002.247803
2163,1002.185059
2164,1002.21582
2165,1002.237793
2166,1002.225586
2167,1002.24585
2168,1002.241943
2169,1002.262695
2170,1002.22583
2171,1002.196045
2172,1002.24292
2173,1002.213379
2174,1002.202637
2175,1002.155029
2176,1002.236084
2177,1002.19873
2178,1002.162354
2179,1002.227783
2180,1002.182861
2181,1002.142578
2182,1002.216064
2183,1002.183594
2184,1002.24292
2185,1002.269043
2186,1002.284668
2187,1002.212646
2188,1002.226318
2189,1002.280029
2190,1002.293945
2191,1002.270752
2192,1002.261719
2193,1002.279297
2194,1002.267822
2195,1002.300293
2196,1002.30249
2197,1002.288086
2198,1002.263672
2199,1002.303467
2200,1002.273193
2201,1002.285156
2202,1002.299316
2203,1002.273193
2204,1002.3125
2205,1002.318848
2206,1002.193604
2207,1002.2854
2208,1002.293945
2209,1002.315186
2210,1002.20752
2211,1002.202148
2212,1002.294678
2213,1002.309082
2214,1002.251221
2215,1002.240234
2216,1002.249756
2217,1002.217773
2218,1002.24292
2219,1002.286133
2220,1002.182129
2221,1002.254639
2222,1002.224121
2223,1002.247803
2224,1002.245361
2225,1002.277344
2226,1002.188232
2227,1002.238037
2228,1002.25415
2229,1002.268066
2230,1002.255371
2231,1002.24292
2232,1002.223877
2233,1002.21875
2234,1002.230957
2235,1002.252441
2236,1002.256836
2237,1002.119873
2238,1002.268799
2239,1002.285889
2240,1002.258057
2241,1002.190918
2242,1002.226563
2243,1002.286621
2244,1002.24585
2245,1002.23999
2246,1002.248047
2247,1002.19873
2248,1002.183594
2249,1002.213379
2250,1002.167969
2251,1002.165527
2252,1002.158203
2253,1002.178223
2254,1002.118164
2255,1002.081299
2256,1002.112061
2257,1002.140381
2258,1002.079102
2259,1002.083984
2260,1002.10498
2261,1002.104736
2262,1002.050293
2263,1002.081543
2264,1002.083984
2265,1002.104248
2266,1002.018799
2267,1002.046631
2268,1002.059326
2269,1002.077393
2270,1002.031006
2271,1002.072754
2272,1002.074463
2273,1002.068115
2274,1002.097412
2275,1002.060059
2276,1001.987305
2277,1002.073975
2278,1002.08374
2279,1002.074219
2280,1002.040771
2281,1001.945801
2282,1002.034424
2283,1002.044189
2284,1002.096436
2285,1001.993408
2286,1002.015381
2287,1002.098145
2288,1002.080566
2289,1002.101074
2290,1002.122803
2291,1002.070557
2292,1002.011475
2293,1002.026367
2294,1002.051514
2295,1002.091309
2296,1002.084717
2297,1002.047363
2298,1002.097168
2299,1002.088867
2300,1002.062256
2301,1002.077148
2302,1002.088379
2303,1002.065918
2304,1001.991943
2305,1002.132324
2306,1002.05542
2307,1002.059082
2308,1002.064697
2309,1002.034424
2310,1002.061279
2311,1002.165527
2312,1002.042969
2313,1002.054199
2314,1002.038574
2315,1002.04248
2316,1002.059814
2317,1002.043945
2318,1002.056396
2319,1002.0625
2320,1002.03833
2321,1001.98291
2322,1002.042236
2323,1002.080811
2324,1002.021484
2325,1002.021973
2326,1002.075928
2327,1002.010742
2328,1002.052002
2329,1001.977783
2330,1002.045654
2331,1002.06665
2332,1002.067871
2333,1002.10498
2334,1002.063965
2335,1002.0271
2336,1002.041992
2337,1002.060303
2338,1002.048584
2339,1002.026367
2340,1002.036865
2341,1002.043457
2342,1002.068848
2343,1002.073486
2344,1002.063477
2345,1002.076172
2346,1002.054443
2347,1002.04248
2348,1002.0271
2349,1002.114502
2350,1002.106934
2351,1002.104248
2352,1002.072998
2353,1002.07373
2354,1002.124268
2355,1001.996582
2356,1002.092529
2357,1002.069824
2358,1002.116455
2359,1002.05957
2360,1002.064697
2361,1002.096436
2362,1002.123291
2363,1002.018555
2364,1002.128174
2365,1002.081543
2366,1002.105225
2367,1002.129883
2368,1002.102051
2369,1002.080078
2370,1002.090088
2371,1002.020752
2372,1002.01416
2373,1002.02832
2374,1001.999268
2375,1002.002441
2376,1002.037109
2377,1002.04834
2378,1002.074219
2379,1002.072266
2380,1002.075684
2381,1002.067871
2382,1002.05249
2383,1002.069824
2384,1001.997314
2385,1001.955811
2386,1002.039795
2387,1001.983154
2388,1002.021973
2389,1002.055664
2390,1002.039551
2391,1001.992188
2392,1001.947021
2393,1001.999268
2394,1001.945801
2395,1001.967529
2396,1001.959717
2397,1001.958496
2398,1001.962646
2399,1002.003418
2400,1002.046875
2401,1002.06543
2402,1001.943604
2403,1002.017822
2404,1002.030029
2405,1002.014893
2406,1001.95166
2407,1002.030029
2408,1001.999512
2409,1001.99585
2410,1002.023193
2411,1001.994873
2412,1002.03833
2413,1001.905029
2414,1001.980713
2415,1002.000977
2416,1002.107178
2417,1001.950928
2418,1002.041504
2419,1001.974609
2420,1001.994873
2421,1001.932129
2422,1002.006348
2423,1002.012207
2424,1002.033447
2425,1001.988037
2426,1001.926758
2427,1001.977295
2428,1001.984131
2429,1001.944336
2430,1001.962646
2431,1002.000977
2432,1001.996582
2433,1001.988037
2434,1001.955566
2435,1001.929932
2436,1001.803467
2437,1001.911133
2438,1001.969727
2439,1001.963623
2440,1001.921875
2441,1001.946289
2442,1001.959717
2443,1001.973877
2444,1001.941162
2445,1001.955078
2446,1001.964355
2447,1001.997803
2448,1001.878906
2449,1001.930908
2450,1001.94043
2451,1001.818115
2452,1001.919922
2453,1001.955322
2454,1001.937988
2455,1001.90332
2456,1001.914063
2457,1001.896729
2458,1001.899414
2459,1001.906006
2460,1001.906006
2461,1001.910889
2462,1001.936768
2463,1001.926758
2464,1001.894043
2465,1001.868164
2466,1001.887451
2467,1001.879639
2468,1001.875244
2469,1001.88208
2470,1001.915039
2471,1001.890869
2472,1001.891846
2473,1001.89209
2474,1001.934326
2475,1001.938232
2476,1001.894531
2477,1001.912354
2478,1001.879395
2479,1001.876221
2480,1001.903809
2481,1001.866943
2482,1001.883057
2483,1001.938721
2484,1001.89917
2485,1001.96167
2486,1002.003662
2487,1001.981445
2488,1001.993652
2489,1001.977051
2490,1001.943604
2491,1001.921631
2492,1001.919434
2493,1001.969971
2494,1001.960938
2495,1001.920898
2496,1001.954834
2497,1001.988281
2498,1001.981445
2499,1001.987549
2500,1001.968262
2501,1001.958008
2502,1001.970215
2503,1002.010986
2504,1002.033936
2505,1002.001221
2506,1001.985107
2507,1001.973145
2508,1001.980225
2509,1002.00708
2510,1001.997314
2511,1002.02832
2512,1001.988037
2513,1001.982178
2514,1002.025879
2515,1002.056885
2516,1002.018311
2517,1002.079102
2518,1002.026855
2519,1002.074951
2520,1002.020996
2521,1002.007568
2522,1002.016357
2523,1002.004883
2524,1002.021729
2525,1002.03125
2526,1001.98999
2527,1002.013428
2528,1002.017334
2529,1002.005127
2530,1002.003906
2531,1002.009033
2532,1002.031738
2533,1002.062012
2534,1002.061279
2535,1002.056641
2536,1002.033936
2537,1002.025146
2538,1002.047607
2539,1002.041016
2540,1002.01001
2541,1002.054932
2542,1002.060791
2543,1002.069824
2544,1002.097168
2545,1002.05249
2546,1002.061035
2547,1002.045166
2548,1002.085693
2549,1002.087158
2550,1002.072266
2551,1002.038574
2552,1002.07373
2553,1002.082275
2554,1002.099121
2555,1002.146973
2556,1002.14502
2557,1002.123535
2558,1002.140869
2559,1002.083984
2560,1002.126465
2561,1002.127686
2562,1002.137451
2563,1002.11377
2564,1002.128662
2565,1002.174561
2566,1002.122559
2567,1002.160645
2568,1002.165283
2569,1002.159668
2570,1002.156006
2571,1002.156006
2572,1002.127197
2573,1002.110596
2574,1002.179443
2575,1002.153076
2576,1002.159424
2577,1002.162109
2578,1002.175781
2579,1002.139893
2580,1002.173828
2581,1002.110596
2582,1002.143799
2583,1002.150391
2584,1002.162354
2585,1002.172119
2586,1002.177002
2587,1002.166748
2588,1002.188477
2589,1002.218018
2590,1002.223877
2591,1002.216064
2592,1002.218994
2593,1002.215332
2594,1002.207031
2595,1002.223633
2596,1002.209229
2597,1002.182373
2598,1002.168945
2599,1002.192139
2600,1002.214355
2601,1002.219482
2602,1002.192871
2603,1002.213379
2604,1002.179199
2605,1002.19751
2606,1002.234131
2607,1002.224121
2608,1002.208984
2609,1002.197266
2610,1002.154785
2611,1002.222168
2612,1002.244629
2613,1002.239746
2614,1002.186768
2615,1002.20874
2616,1002.205566
2617,1002.190918
2618,1002.168457
2619,1002.242432
2620,1002.219482
2621,1002.199463
2622,1002.182861
2623,1002.182861
2624,1002.241455
2625,1002.209717
2626,1002.231201
2627,1002.215332
2628,1002.218262
2629,1002.220215
2630,1002.187744
2631,1002.199707
2632,1002.223145
2633,1002.181885
2634,1002.224121
2635,1002.208984
2636,1002.223145
2637,1002.186279
2638,1002.204102
2639,1002.163818
2640,1002.187012
2641,1002.213135
2642,1002.193848
2643,1002.170898
2644,1002.177979
2645,1002.194092
2646,1002.178467
2647,1002.184326
2648,1002.141113
2649,1002.205078
2650,1002.216309
2651,1002.220703
2652,1002.201904
2653,1002.222412
2654,1002.227051
2655,1002.250244
2656,1002.240479
2657,1002.20752
2658,1002.199463
2659,1002.173096
2660,1002.171387
2661,1002.177246
2662,1002.21875
2663,1002.222656
2664,1002.237793
2665,1002.217285
2666,1002.231689
2667,1002.178711
2668,1002.255371
2669,1002.259033
2670,1002.213135
2671,1002.192383
2672,1002.240967
2673,1002.216064
2674,1002.168701
2675,1002.165039
2676,1002.205078
2677,1002.140381
2678,1002.215332
2679,1002.252441
2680,1002.138672
2681,1002.172363
2682,1002.190674
2683,1002.147705
2684,1002.134766
2685,1002.164063
2686,1002.18042
2687,1002.142578
2688,1002.178467
2689,1002.191895
2690,1002.14209
2691,1002.075195
2692,1002.095947
2693,1002.120361
2694,1002.197998
2695,1002.163086
2696,1002.182861
2697,1002.137207
2698,1002.181396
2699,1002.166504
2700,1002.136719
2701,1002.194092
2702,1002.16626
2703,1002.149902
2704,1002.179688
2705,1002.142578
2706,1002.168945
2707,1002.219238
2708,1002.126465
2709,1002.183594
2710,1002.20166
2711,1002.203857
2712,1002.190674
2713,1002.193604
2714,1002.205078
2715,1002.209961
2716,1002.202637
2717,1002.226074
2718,1002.175781
2719,1002.152588
2720,1002.171875
2721,1002.194336
2722,1002.2146
2723,1002.174561
2724,1002.216309
2725,1002.164795
2726,1002.170898
2727,1002.205322
2728,1002.215576
2729,1002.112549
2730,1002.190674
2731,1002.221924
2732,1002.187012
2733,1002.208252
2734,1002.212402
2735,1002.226318
2736,1002.230225
2737,1002.190186
2738,1002.147705
2739,1002.200439
2740,1002.25
2741,1002.221191
2742,1002.209473
2743,1002.241455
2744,1002.248291
2745,1002.243652
2746,1002.288818
2747,1002.251953
2748,1002.259521
2749,1002.234619
2750,1002.244629
2751,1002.313721
2752,1002.303955
2753,1002.259766
2754,1002.298584
2755,1002.279541
2756,1002.332031
2757,1002.287598
2758,1002.303223
2759,1002.246582
2760,1002.259277
2761,1002.257813
2762,1002.313965
2763,1002.304932
2764,1002.28418
2765,1002.288818
2766,1002.30542
2767,1002.293945
2768,1002.33374
2769,1002.336914
2770,1002.2771
2771,1002.285156
2772,1002.320801
2773,1002.333008
2774,1002.271484
2775,1002.293945
2776,1002.298096
2777,1002.25708
2778,1002.330322
2779,1002.318359
2780,1002.29541
2781,1002.269043
2782,1002.252441
2783,1002.276611
2784,1002.280518
2785,1002.271973
2786,1002.292725
2787,1002.276367
2788,1002.229736
2789,1002.233398
2790,1002.248535
2791,1002.228516
2792,1002.254639
2793,1002.208496
2794,1002.157471
2795,1002.240234
2796,1002.20752
2797,1002.232422
2798,1002.189209
2799,1002.216797
2800,1002.185303
2801,1002.217285
2802,1002.166748
2803,1002.224365
2804,1002.259033
2805,1002.227295
2806,1002.233643
2807,1002.277344
2808,1002.257813
2809,1002.293701
2810,1002.249756
2811,1002.291504
2812,1002.300293
2813,1002.272461
2814,1002.261719
2815,1002.295166
2816,1002.291748
2817,1002.260254
2818,1002.231934
2819,1002.203125
2820,1002.234863
2821,1002.252686
2822,1002.205078
2823,1002.178955
2824,1002.203857
2825,1002.212646
2826,1002.216064
2827,1002.166748
2828,1002.148926
2829,1002.19043
2830,1002.135742
2831,1002.18457
2832,1002.234863
2833,1002.195801
2834,1002.228027
2835,1002.202393
2836,1002.216553
2837,1002.271729
2838,1002.199951
2839,1002.17041
2840,1002.203857
2841,1002.191406
2842,1002.166016
2843,1002.20874
2844,1002.226563
2845,1002.174072
2846,1002.190186
2847,1002.181641
2848,1002.228516
2849,1002.237549
2850,1002.209717
2851,1002.198242
2852,1002.219727
2853,1002.19043
2854,1002.223389
2855,1002.256348
2856,1002.248779
2857,1002.234863
2858,1002.240479
2859,1002.206299
2860,1002.224854
2861,1002.247559
2862,1002.209961
2863,1002.252686
2864,1002.252441
2865,1002.256104
2866,1002.251221
2867,1002.280518
2868,1002.27832
2869,1002.282471
2870,1002.298096
2871,1002.290771
2872,1002.279297
2873,1002.28418
2874,1003.243896
2875,1003.220703
2876,1003.24292
2877,1003.233643
2878,1003.244629
2879,1003.29248
2880,1003.258301
2881,1003.238525
2882,1003.231445
2883,1003.273926
2884,1003.508057
2885,1003.571045
2886,1003.53833
2887,1003.517822
2888,1003.517822
2889,1003.541016
2890,1003.738281
2891,1003.742432
2892,1003.823242
2893,1003.828857
2894,1003.848877
2895,1003.840088
2896,1003.825684
2897,1003.798828
2898,1003.842041
2899,1003.836426
2900,1003.89502
2901,1003.968506
2902,1003.799072
2903,1003.83374
2904,1003.743408
2905,1003.68457
2906,1003.775635
2907,1003.756592
2908,1003.734619
2909,1003.767578
2910,1003.807373
2911,1003.794434
2912,1003.764404
2913,1003.799805
2914,1003.844971
2915,1003.806396
2916,1003.827148
2917,1003.884521
2918,1003.814697
2919,1003.760986
2920,1003.654053
2921,1003.899658
2922,1003.791992
2923,1003.72168
2924,1003.792725
2925,1003.821777
2926,1003.77124
2927,1003.774902
2928,1003.71582
2929,1003.760498
2930,1003.713623
2931,1003.69873
2932,1003.682617
2933,1003.712646
2934,1003.870117
2935,1003.879639
2936,1003.784424
2937,1003.869629
2938,1003.862305
2939,1003.782471
2940,1003.75415
2941,1003.77002
2942,1003.680664
2943,1003.795166
2944,1003.741455
2945,1003.680176
2946,1003.741211
2947,1003.739014
2948,1003.63916
2949,1003.658936
2950,1003.63916
2951,1003.633301
2952,1003.628906
2953,1003.579346
2954,1003.583252
2955,1003.625
2956,1003.579346
2957,1003.578613
2958,1003.553467
2959,1003.572754
2960,1003.503906
2961,1003.53125
2962,1003.506104
2963,1003.503418
2964,1003.411621
2965,1003.342041
2966,1003.325928
2967,1003.385498
2968,1003.268799
2969,1003.317383
2970,1003.317139
2971,1003.323975
2972,1003.376709
2973,1003.32373
2974,1003.308105
2975,1003.314453
2976,1003.29834
2977,1003.166504
2978,1003.181396
2979,1003.177002
2980,1003.131592
2981,1003.223633
2982,1003.175537
2983,1003.142822
2984,1003.1875
2985,1003.193604
2986,1003.210205
2987,1003.012451
2988,1002.987549
2989,1002.82373
2990,1002.796143
2991,1002.606689
2992,1002.502197
2993,1002.341309
2994,1002.177002
2995,1002.008057
2996,1001.93335
2997,1001.808105
2998,1001.710693
2999,1001.818359
3000,1001.776611
3001,1001.744629
3002,1001.726563
3003,1001.75293
3004,1001.785645
3005,1001.813965
3006,1001.783203
3007,1001.781982
3008,1001.757813
3009,1001.662354
3010,1001.615967
3011,1001.670654
3012,1001.866211
3013,1002.116699
3014,1001.98999
3015,1002.308105
3016,1002.230713
3017,1001.600098
3018,1001.231201
3019,1001.537109
3020,1001.501221
3021,1001.677734
3022,1001.94458
3023,1002.074219
3024,1002.012695
3025,1001.741943
3026,1001.527344
3027,1001.207764
3028,1001.086426
3029,1000.910889
3030,1000.796143
3031,1000.724121
3032,1000.638672
3033,1000.572998
3034,1000.674561
3035,1001.020996
3036,1001.366455
3037,1001.568359
3038,1001.223633
3039,1001.005127
3040,1000.909424
3041,1000.887451
3042,1000.817383
3043,1000.763672
3044,1001.324951
3045,1001.608887
3046,1001.385254
3047,1001.075928
3048,1001.116943
3049,1001.119385
3050,1001.208008
3051,1001.020264
3052,1001.315186
3053,1001.122803
3054,1000.769043
3055,1000.689209
3056,1000.613037
3057,1000.046143
3058,1000.538818
3059,1001.270996
3060,1001.01416
3061,1000.614014
3062,1000.671631
3063,1000.561035
3064,1000.365967
3065,1000.633057
3066,1000.558594
3067,1000.528076
3068,1000.831787
3069,1001.132813
3070,1001.131592
3071,1001.10791
3072,1001.007568
3073,1000.527832
3074,1000.105713
3075,1000.170898
3076,1000.24585
3077,1000.422363
3078,1000.186523
3079,1000.546631
3080,1000.63916
3081,1000.392334
3082,1000.29541
3083,1000.418457
3084,1000.469971
3085,1000.51123
3086,1000.812256
3087,1000.979248
3088,1000.986328
3089,1001.200684
3090,1001.349854
3091,1001.12915
3092,1001.033691
3093,1001.557861
3094,1002.375244
3095,1002.562744
3096,1002.189697
3097,1001.888184
3098,1001.579102
3099,1001.446777
3100,1001.370361
3101,1001.230225
3102,1000.685791
3103,1000.088379
3104,999.7963867
3105,999.907959
3106,999.8798828
3107,999.7624512
3108,1000.101074
3109,1000.268799
3110,1000.240234
3111,999.8479004
3112,1000.372314
3113,1000.463867
3114,1000.016357
3115,1001.642822
3116,1001.643799
3117,1001.398438
3118,1001.276611
3119,1001.277832
3120,1000.888428
3121,1001.196533
3122,1001.272949
3123,1001.507568
3124,1001.955811
3125,1002.322266
3126,1001.584717
3127,1002.483154
3128,1002.744873
3129,1003.074219
3130,1002.994629
3131,1003.056885
3132,1002.454346
3133,1003.149902
3134,1003.157227
3135,1003.188721
3136,1003.285645
3137,1003.950195
3138,1003.44458
3139,1003.620361
3140,1002.799072
3141,1002.999023
3142,1002.650146
3143,1002.475342
3144,1002.550293
3145,1002.521729
3146,1002.669922
3147,1003.110596
3148,1002.418945
3149,1002.741699
3150,1003.216309
3151,1003.351074
3152,1003.602051
3153,1004.294922
3154,1004.785645
3155,1004.864014
3156,1004.789307
3157,1004.633301
3158,1004.04126
3159,1004.013184
3160,1004.198486
,
,
