time,humidity
327,11.50850487
328,12.35404015
329,12.00393486
330,12.11953545
331,11.47217369
332,11.8255806
333,12.39037132
334,11.86191177
335,12.40358353
336,11.8255806
337,12.69093323
338,11.91145515
339,11.42593384
340,11.15840149
341,11.19473267
342,11.36648178
343,11.15179634
344,11.33345413
345,11.49859619
346,11.20133781
347,11.21785355
348,9.516876221
349,11.11876678
350,10.93050385
351,11.30702972
352,11.0031662
353,11.0295887
354,11.32024193
355,10.65636444
356,10.82150841
357,11.06261826
358,11.43584251
359,10.99656105
360,11.3037281
361,11.84209442
362,11.16170502
363,11.63071251
364,11.07583046
365,10.9899559
366,11.13858414
367,10.51103973
368,10.74884605
369,10.67948532
370,10.53746223
371,10.67618179
372,10.20056915
373,10.39874077
374,10.56718826
375,9.675413132
376,9.919826508
377,10.32607841
378,10.16093445
379,9.579629898
380,9.315401077
381,12.10632515
382,9.569721222
383,9.179983139
384,9.391366959
385,8.882724762
386,9.530086517
387,8.998325348
388,8.935571671
389,8.628404617
390,8.562347412
391,8.598678589
392,8.595375061
393,8.30802536
394,8.426929474
395,8.294815063
396,8.697763443
397,8.67464447
398,8.324541092
399,8.704370499
400,8.17591095
401,8.166002274
402,8.426929474
403,7.905075073
404,7.908378601
405,7.604515076
406,7.505428314
407,7.115690231
408,7.049633026
409,7.06284523
410,6.864671707
411,6.392362595
412,6.2239151
413,5.768119812
414,5.913446426
415,6.669803619
416,6.299880981
417,6.511264801
418,6.029047012
419,6.124830246
420,6.022441864
421,5.98610878
422,6.326305389
423,6.342819214
424,6.250339508
425,6.540990829
426,6.095104218
427,6.240430832
428,5.959686279
429,5.946474075
430,5.223146439
431,5.490678787
432,5.867206573
433,5.602975845
434,5.920051575
435,5.688850403
436,5.66573143
437,5.662427902
438,6.048864365
439,5.53691864
440,5.434530258
441,5.847389221
442,6.068681717
443,5.787937164
444,5.688850403
445,6.042257309
446,5.77142334
447,6.124830246
448,6.019138336
449,5.209936142
450,5.133970261
451,5.256175995
452,5.705366135
453,5.655822754
454,5.470861435
455,5.77142334
456,5.289203644
457,5.791240692
458,5.460952759
459,5.500587463
460,5.616188049
461,5.682245255
462,5.781332016
463,5.685548782
464,5.497283936
465,5.649217606
466,5.817663193
467,5.705366135
468,5.53691864
469,5.735092163
470,5.626096725
471,5.295810699
472,5.312324524
473,5.418016434
474,5.520404816
475,5.464256287
476,5.394895554
477,5.351959229
478,3.551895142
479,5.107545853
480,5.173603058
481,5.077819824
482,4.998552322
483,5.011762619
484,4.982036591
485,5.058002472
486,4.972127914
487,4.912677765
488,5.091032028
489,4.939100266
490,4.724412918
491,4.882951736
492,4.668264389
493,4.562572479
494,4.707899094
495,5.015066147
496,4.605510712
497,4.252103806
498,4.63523674
499,4.380914688
500,4.605510712
501,4.304948807
502,4.536149979
503,4.450275421
504,4.195955276
505,4.615419388
506,4.413944244
507,4.420549393
508,4.882951736
509,4.681476593
510,4.648447037
511,4.588996887
512,4.82349968
513,4.793773651
514,4.371006012
515,4.337978363
516,4.298343658
517,4.215772629
518,3.974662781
519,4.618721008
520,4.176137924
521,3.44950676
522,4.083656311
523,3.971359253
524,3.991176605
525,3.951541901
526,3.944936752
527,4.017599106
528,3.789701462
529,3.882183075
530,3.888788223
531,4.103473663
532,3.935028076
533,4.03081131
534,3.779792786
535,4.129898071
536,3.931724548
537,4.05723381
538,4.05723381
539,3.859062195
540,4.044023514
541,3.839244843
542,3.938331604
543,3.548591614
544,3.759975433
545,3.855758667
546,3.991176605
547,3.753370285
548,3.647678375
549,3.885484695
550,3.482534409
551,3.528776169
552,3.885484695
553,3.617952347
554,3.44950676
555,3.251335144
556,2.831869125
557,3.347118378
558,3.271150589
559,3.165460587
560,3.310785294
561,3.175369263
562,3.023435593
563,2.76581192
564,2.954076767
565,2.362863541
566,2.640304565
567,2.759206772
568,2.874807358
569,2.802145004
570,2.402496338
571,2.907836914
572,2.980499268
573,2.610578537
574,2.815355301
575,2.564336777
576,2.504886627
577,2.653514862
578,2.769115448
579,2.673332214
580,2.270381927
581,2.267080307
582,2.29019928
583,2.121753693
584,2.154781342
585,2.167993546
586,2.283594131
587,2.369468689
588,2.177902222
589,2.270381927
590,2.967287064
591,2.032575607
592,2.270381927
593,2.197719574
594,1.83770752
595,1.804677963
596,1.844312668
597,1.986335754
598,1.778255463
599,1.887248993
600,1.689077377
601,1.695682526
602,1.302642822
603,1.847614288
604,1.827798843
605,1.685773849
606,1.807981491
607,1.94670105
608,2.253868103
609,1.58008194
610,1.900461197
611,1.685773849
612,1.550357819
613,1.566871643
614,1.527236938
615,1.685773849
616,1.167224884
617,1.589990616
618,1.193647385
619,1.682472229
620,1.348882675
621,1.378608704
622,1.266309738
623,1.457876205
624,1.451271057
625,1.408332825
626,1.405031204
627,1.292734146
628,1.210161209
629,1.49751091
630,1.289430618
631,1.229978561
632,1.097864151
633,1.074743271
634,1.038412094
635,1.302642822
636,1.302642822
637,0.780788422
638,1.1308918
639,1.137498856
640,1.068138123
641,0.651977539
642,0.840240479
643,1.23658371
644,0.985567093
645,0.830331802
646,1.167224884
647,0.754365921
648,1.061532974
649,0.298570633
650,0.718034744
651,0.876571655
652,0.912902832
653,1.038412094
654,0.754365921
655,0.912902832
656,0.618947983
657,0.377838135
658,0.889783859
659,0.737852097
660,0.714731216
661,0.794000626
662,1.101167679
663,0.906297684
664,0.585920334
665,0.800605774
666,0.447198868
667,0.450502396
668,0.295267105
669,0.589221954
670,0.186271668
671,0.605735779
672,0.493438721
673,0.566102982
674,0.331598282
675,0.523164749
676,0.503347397
677,0.57270813
678,0.618947983
679,0.486833572
680,0.31178093
681,0.140031815
682,0.179666519
683,0.067369461
684,0.387746811
685,0.120214462
686,0.328296661
687,0.476924896
688,0.073974609
689,0.202787399
690,-0.061443329
691,0.087186813
692,0.245723724
693,0.404262543
694,0.219301224
695,-0.203466415
696,-0.104379654
697,-0.249706268
698,0.526468277
699,0.064065933
700,0.021129608
701,0.037643433
702,-0.0052948
703,-0.210071564
704,-0.081260681
705,-0.144014359
706,-0.087865829
707,-0.210071564
708,0.01782608
709,-0.299249649
710,0.080579758
711,-0.573387146
712,0.189575195
713,-0.104379654
714,-0.058139801
715,-0.35209465
716,-0.0052948
717,-0.193557739
718,-0.32567215
719,-0.603113174
720,-0.319067001
721,-0.421455383
722,-0.35209465
723,-0.434667587
724,-0.279432297
725,-0.269523621
726,-0.319067001
727,-0.332277298
728,-0.556873322
729,-0.66917038
730,-0.467695236
731,-0.428060532
732,-0.619626999
733,-0.708805084
734,-0.636142731
735,-0.474300385
736,-0.814496994
737,-0.682382584
738,-0.494117737
739,-0.827709198
740,-0.632839203
741,-0.517238617
742,-0.603113174
743,-0.794679642
744,-0.748439789
745,-0.738531113
746,-0.755044937
747,-0.682382584
748,-1.03578949
749,-0.632839203
750,-0.682382584
751,-0.672473908
752,-0.715410233
753,-1.131572723
754,-0.847524643
755,-0.82440567
756,-0.857433319
757,-0.93009758
758,-0.926794052
759,-1.095239639
760,-0.741832733
761,-0.963125229
762,-0.642747879
763,-0.854131699
764,-0.731925964
765,-1.042394638
766,-0.923490524
767,-0.982942581
768,-1.233961105
769,-1.339653015
770,-0.837615967
771,-0.890462875
772,-1.128269196
773,-1.174509048
774,-0.827709198
775,-0.989549637
776,-1.309926987
777,-1.095239639
778,-0.834314346
779,-0.82440567
780,-1.191022873
781,-1.171207428
782,-1.154691696
783,-1.134874344
784,-1.022577286
785,-1.06221199
786,-1.240566254
787,-1.032485962
788,-1.243869781
789,-1.214143753
790,-1.174509048
791,-1.220748901
792,-1.415618896
793,-1.03909111
794,-1.078725815
795,-1.349561691
796,-0.959823608
797,-1.303321838
798,-1.045698166
799,-1.118360519
800,-1.570854187
801,-1.048999786
802,-1.293413162
803,-1.369379044
804,-0.973033905
805,-1.157995224
806,-1.230657578
807,-1.623699188
808,-1.339653015
809,-1.115056992
810,-1.491584778
811,-1.389196396
812,-1.296714783
813,-1.478372574
814,-1.96389389
815,-1.442041397
816,-1.352865219
817,0.268844605
818,-1.412315369
819,-1.696361542
820,-1.494888306
821,-1.518007278
822,-1.422224045
823,-1.574157715
824,-1.69966507
825,-1.425527573
826,-1.458555222
827,-2.145553589
828,-1.669940948
829,-1.319835663
830,-0.546964645
831,-1.729393005
832,-1.825176239
833,-2.026649475
834,-1.455253601
835,-1.435436249
836,-1.739299774
837,-1.475070953
838,-2.158763886
839,-1.726089478
840,-1.362771988
841,-1.656726837
842,-1.735996246
843,-1.907745361
844,-1.795448303
845,-1.72278595
846,-1.927562714
847,-1.580760956
848,-1.669940948
849,-1.967197418
850,-1.630306244
851,-1.580760956
852,-1.551036835
853,-1.891231537
854,-1.775630951
855,-1.825176239
856,-1.676544189
857,-2.115825653
858,-1.977108002
859,-2.373451233
860,-1.897838593
861,-2.013439178
862,-2.033256531
863,-1.930866241
864,-2.003528595
865,-4.47077179
866,-2.026649475
867,-1.752510071
868,-1.957290649
869,-1.90114212
870,-1.739299774
871,-1.527915955
872,-1.69966507
873,-1.841690063
874,-1.894535065
875,-1.795448303
876,-1.679847717
877,-1.818569183
878,-2.578227997
879,-1.811962128
880,-2.023345947
881,-1.600578308
882,-1.706272125
883,-2.142250061
884,-1.884624481
885,-1.471767426
886,-1.874717712
887,-1.702968597
888,-1.765724182
889,-1.920959473
890,-1.802055359
891,-1.950683594
892,-1.660030365
893,-1.871414185
894,-2.320606232
895,-1.795448303
896,-1.798751831
897,-1.795448303
898,-1.818569183
899,-1.782238007
900,-1.841690063
901,-2.029953003
902,-1.930866241
903,-1.475070953
904,-1.726089478
905,-1.765724182
906,-1.818569183
907,-1.87802124
908,-1.884624481
909,-1.590671539
910,-1.772327423
911,-1.821872711
912,-1.8086586
913,-1.960590363
914,-1.94077301
915,-1.861507416
916,-1.835083008
917,-1.785541534
918,-2.056373596
919,-1.74590683
920,-1.934169769
921,-1.851596832
922,-1.755813599
923,-1.461858749
924,-1.560943604
925,-1.69966507
926,-1.729393005
927,-1.567550659
928,-1.560943604
929,-1.83177948
930,-1.769023895
931,-1.461858749
932,-0.992851257
933,-1.369379044
934,-1.468463898
935,-1.683151245
936,-1.663333893
937,-0.398334503
938,-1.660030365
939,-1.650123596
940,-1.547733307
941,-1.078725815
942,-1.630306244
943,-1.689758301
944,-1.313230515
945,-1.590671539
946,-1.574157715
947,-1.51140213
948,-1.567550659
949,-1.663333893
950,-1.69966507
951,0.31178093
952,-1.838386536
953,-1.646820068
954,-1.471767426
955,-1.593975067
956,-1.48828125
957,-1.676544189
958,-1.587368011
959,-1.8086586
960,-1.547733307
961,-1.673240662
962,-1.656726837
963,-2.072891235
964,-1.590671539
965,-1.544429779
966,-1.494888306
967,-1.613792419
968,-1.580760956
969,-1.524614334
970,-1.825176239
971,-1.693058014
972,-1.547733307
973,-1.541128159
974,-1.435436249
975,-1.759117126
976,-1.303321838
977,-1.584064484
978,-1.154691696
979,-1.600578308
980,-1.821872711
981,-1.617092133
982,-1.633609772
983,-1.240566254
984,-1.409013748
985,-1.366075516
986,-2.102615356
987,-1.243869781
988,-1.660030365
989,-1.468463898
990,-1.55764389
991,-1.537824631
992,-1.640213013
993,-1.518007278
994,-1.663333893
995,-1.735996246
996,-1.683151245
997,-1.74590683
998,-1.316532135
999,-1.207538605
1000,-1.508098602
1001,-1.372680664
1002,-1.336349487
1003,-1.247173309
1004,0.622251511
1005,-0.900371552
1006,-1.329744339
1007,-1.319835663
1008,-1.646820068
1009,-1.478372574
1010,-1.425527573
1011,-1.134874344
1012,-1.098543167
1013,-1.214143753
1014,-1.148086548
1015,-1.266990662
1016,-1.319835663
1017,-1.359470367
1018,-1.171207428
1019,-0.976337433
1020,-1.445344925
1021,-0.996154785
1022,-1.052303314
1023,-1.346258163
1024,-0.788074493
1025,-0.533752441
1026,-1.098543167
1027,-0.986246109
1028,-1.729393005
1029,-1.019273758
1030,-1.01266861
1031,-1.118360519
1032,-1.375984192
1033,-1.1414814
1034,-3.377521515
1035,-1.118360519
1036,-1.068817139
1037,-1.006063461
1038,-1.088634491
1039,-1.121664047
1040,-0.926794052
1041,-1.171207428
1042,-1.197629929
1043,-1.111755371
1044,-1.124965668
1045,-0.966428757
1046,-1.329744339
1047,-1.032485962
1048,-1.03578949
1049,-1.009365082
1050,-1.022577286
1051,-1.385892868
1052,-0.946611404
1053,-1.303321838
1054,-1.339653015
1055,-1.091938019
1056,-0.940006256
1057,-1.101846695
1058,-1.237264633
1059,-1.08533287
1060,-0.963125229
1061,-0.963125229
1062,-1.1414814
1063,-1.082029343
1064,-0.966428757
1065,-0.655958176
1066,-0.837615967
1067,-0.543661118
1068,-0.831010819
1069,-0.949914932
1070,-1.253778458
1071,-1.111755371
1072,-1.237264633
1073,-0.956520081
1074,-0.946611404
1075,-0.989549637
1076,-0.821102142
1077,-1.032485962
1078,-0.910280228
1079,-0.738531113
1080,-3.678085327
1081,-0.966428757
1082,-0.900371552
1083,-0.844223023
1084,-0.959823608
1085,-0.943307877
1086,-0.685684204
1087,-1.266990662
1088,-1.425527573
1089,-1.177812576
1090,-1.494888306
1091,-1.646820068
1092,-1.8086586
1093,-1.977108002
1094,-1.884624481
1095,-2.0431633
1096,-2.370147705
1097,-2.072891235
1098,-2.264457703
1099,-2.178581238
1100,-2.274364471
1101,-2.330513
1102,-2.337120056
1103,-2.716949463
1104,-2.525382996
1105,-2.796218872
1106,-2.43290329
1107,-2.858970642
1108,-2.789611816
1109,-2.660800934
1110,-2.816036224
1111,-2.802822113
1112,-3.103385925
1113,-3.288345337
1114,-2.736766815
1115,-2.829246521
1116,-3.004299164
1117,-2.835853577
1118,-2.938240051
1119,-3.156230927
1120,-2.86227417
1121,-2.7995224
1122,-2.974571228
1123,-2.90851593
1124,-3.195865631
1125,-3.218986511
1126,-3.209075928
1127,-3.024116516
1128,-2.921726227
1129,-3.057144165
1130,-2.872184753
1131,-3.136413574
1132,-3.182655334
1133,-3.36100769
1134,-3.364311218
1135,-3.185955048
1136,-3.354404449
1137,-3.529453278
1138,-3.499729156
1139,-3.33788681
1140,-3.453487396
1141,-3.496425629
1142,-3.281738281
1143,-3.476608276
1144,-3.433670044
1145,-3.364311218
1146,-3.661567688
1147,-3.691295624
1148,-3.298252106
1149,-3.724323273
1150,-3.645053864
1151,-3.483215332
1152,-3.998462677
1153,-3.816802979
1154,-3.896072388
1155,-3.754051209
1156,-3.826713562
1157,-4.054611206
1158,-4.223056793
1159,-4.081031799
1160,-4.107456207
1161,-4.523616791
1162,-3.767261505
1163,-4.011672974
1164,-4.338657379
1165,-4.358474731
1166,-4.170211792
1167,-4.553344727
1168,-4.223056793
1169,-4.434440613
1170,-4.292415619
1171,-4.140483856
1172,-4.312232971
1173,-4.3683815
1174,-4.424533844
1175,-4.609493256
1176,-4.609493256
1177,-4.355171204
1178,-4.639217377
1179,-4.721790314
1180,-4.622703552
1181,-4.576465607
1182,-4.774635315
1183,-4.688762665
1184,-4.540130615
1185,-4.761425018
1186,-4.371685028
1187,-4.659034729
1188,-4.622703552
1189,-4.556648254
1190,-4.586372375
1191,-4.659034729
1192,-4.081031799
1193,-4.563251495
1194,-4.434440613
1195,-3.988552094
1196,-4.104152679
1197,-4.114063263
1198,-4.25938797
1199,-4.30562973
1200,-4.123970032
1201,-4.02488327
1202,-4.001766205
1203,-3.826713562
1204,-3.833316803
1205,-3.684688568
1206,-3.499729156
1207,-3.215682983
1208,-3.192562103
1209,-2.974571228
1210,-2.842456818
1211,-2.548503876
1212,-2.459323883
1213,-2.211608887
1214,-1.993621826
1215,-1.362771988
1216,-1.293413162
1217,-0.887159348
1218,-1.032485962
1219,-0.203466415
1220,0.034339905
1221,0.33490181
1222,0.978960037
1223,1.028503418
1224,1.454574585
1225,1.897157669
1226,1.874038696
1227,2.485069275
1228,2.854990005
1229,3.314088821
1230,3.555198669
1231,4.238891602
1232,4.367704391
1233,4.618721008
1234,4.932495117
1235,5.622793198
1236,5.939868927
1237,6.725952148
1238,7.000089645
1239,7.386526108
1240,7.759750366
1241,8.030584335
1242,8.433534622
1243,8.684553146
1244,9.23282814
1245,9.477241516
1246,10.08166695
1247,10.01230621
1248,10.05524254
1249,10.42186165
1250,10.19066048
1251,9.791013718
1252,9.668807983
1253,9.249343872
1254,9.226222992
1255,8.876119614
1256,8.552438736
1257,8.433534622
1258,8.162698746
1259,7.756446838
1260,7.898469925
1261,7.16853714
1262,7.214776993
1263,6.943941116
1264,6.765586853
1265,6.263549805
1266,6.042257309
1267,5.867206573
1268,6.408876419
1269,8.582164764
1270,11.01968002
1271,12.55221176
1272,14.65613937
1273,16.49253464
1274,18.37847137
1275,20.82259369
1276,22.02814102
1277,23.49791718
1278,25.07999229
1279,25.7735939
1280,26.81399727
1281,27.18722153
1282,28.76599312
1283,29.28124046
1284,29.99465942
1285,30.1994381
1286,29.74694443
1287,33.21495819
1288,32.68649673
1289,34.15957642
1290,35.34200287
1291,35.92991638
1292,38.1263237
1293,39.46068192
1294,40.53081131
1295,41.06257248
1296,42.75694275
1297,43.67844391
1298,44.82453918
1299,44.44470978
1300,44.59664154
1301,43.09383774
1302,43.06080627
1303,42.13930511
1304,41.83544159
1305,41.68350983
1306,41.44570541
1307,42.13930511
1308,42.07655334
1309,42.22848511
1310,42.16903305
1311,42.54886246
1312,42.48280716
1313,42.51583481
1314,43.07071686
1315,43.78413391
1316,43.57275391
1317,43.51660156
1318,43.20283127
1319,43.73789597
1320,43.85680008
1321,43.75440979
1322,44.01203156
1323,44.82784271
1324,44.35883331
1325,44.34231949
1326,44.35883331
1327,44.15405655
1328,43.90964508
1329,43.3514595
1330,43.95919037
1331,44.91371918
1332,45.77576447
1333,45.89797211
1334,45.61722565
1335,45.41575241
1336,45.14491653
1337,44.94013977
1338,44.14084625
1339,44.69242477
1340,44.92692947
1341,45.38272476
1342,46.40331268
1343,48.85073853
1344,48.53035736
1345,48.47420883
1346,48.52705383
1347,48.11089325
1348,48.02171707
1349,46.6675415
1350,48.60301971
1351,50.31720734
1352,50.81594086
1353,53.07840729
1354,54.51185226
1355,56.83377075
1356,59.40670395
1357,64.14302063
1358,65.89683533
1359,72.40348816
1360,78.42792511
1361,81.83317566
1362,83.52424622
1363,83.71911621
1364,84.72649384
1365,86.56948853
1366,88.3530426
1367,90.04080963
1368,90.6782608
1369,92.80531311
1370,93.44276428
1371,94.10003662
1372,94.62188721
1373,94.54592133
1374,95.60283661
1375,96.4384613
1376,96.68618011
1377,98.49945831
1378,99.35159302
1379,100.0088654
1380,100.8345795
1381,101.4786453
1382,101.5909424
1383,102.1260071
1384,102.3010559
1385,103.4537582
1386,104.1605682
1387,104.5734329
1388,105.1217041
1389,105.6732864
1390,106.3074341
1391,106.8160782
1392,107.0043411
1393,107.2025146
1394,107.4931641
1395,108.5302658
1396,108.9497299
1397,109.3724976
1398,110.0727081
1399,110.1288528
1400,110.4360199
1401,110.8984222
1402,111.156044
1403,111.334404
1404,111.7010193
1405,111.7142334
1406,112.0709381
1407,111.7208405
1408,111.5656052
1409,111.5160599
1410,111.2154999
1411,110.6804352
1412,109.752327
1413,109.5343399
1414,108.1240158
1415,107.4535294
1416,105.488327
1417,105.0787659
1418,104.9004135
1419,103.8600082
1420,100.0881348
1421,102.9352036
1422,102.713913
1423,103.3183365
1424,102.9583282
1425,103.2291641
1426,103.4372406
1427,102.7865753
1428,102.6907959
1429,101.4621277
1430,101.4357071
1431,101.1549606
1432,97.81906128
1433,100.4943848
1434,100.6826477
1435,99.07085419
1436,99.20957184
1437,99.77105713
1438,99.39783478
1439,98.6811142
1440,97.89172363
1441,97.36656952
1442,97.25096893
1443,95.89019012
1444,95.84064484
1445,96.17753601
1446,95.83403778
1447,93.39652252
1448,93.03320313
1449,92.89118958
1450,90.39091492
1451,92.27024841
1452,91.59315491
1453,91.35865784
1454,90.28192139
1455,89.44628906
1456,88.64700317
1457,88.29689026
1458,87.81797791
1459,86.99226379
1460,85.84947205
1461,85.71735382
1462,85.20541382
1463,83.97013855
1464,83.53746033
1465,83.00569916
1466,82.86037445
1467,82.24604034
1468,81.69776154
1469,80.56817627
1470,80.92489624
1471,80.89186096
1472,79.91751862
1473,80.0760498
1474,79.33621216
1475,79.23712158
1476,78.52700806
1477,78.38829041
1478,76.8359375
1479,76.66749573
1480,75.99371338
1481,76.79960632
1482,76.04325104
1483,76.09609985
1484,76.22491455
1485,74.92027283
1486,74.46447754
1487,74.69898987
1488,74.68247223
1489,73.89968872
1490,73.1895752
1491,73.16975403
1492,72.75028992
1493,72.19210815
1494,71.0096817
1495,71.181427
1496,71.21775818
1497,71.23097229
1498,71.17481995
1499,70.31938171
1500,69.97257996
1501,69.52999878
1502,69.80082703
1503,69.00154114
1504,68.04701233
1505,68.07342529
1506,68.10315704
1507,68.10646057
1508,67.43597412
1509,67.06275177
1510,66.86128235
1511,66.36584473
1512,66.56401825
1513,68.31784058
1514,68.23857117
1515,68.04370117
1516,68.38389587
1517,68.37399292
1518,68.55895233
1519,68.16590881
1520,68.39710999
1521,68.06021881
1522,68.60189056
1523,67.47561646
1524,67.37652588
1525,66.91412354
1526,66.39556885
1527,65.70527649
1528,64.19255829
1529,62.4552536
1530,62.06221008
1531,61.44457245
1532,61.08456039
1533,60.52307129
1534,60.78069687
1535,59.92855835
1536,60.11021423
1537,60.71463776
1538,60.51316452
1539,60.61885834
1540,60.56600952
1541,60.90950775
1542,60.37774658
1543,60.25553894
1544,59.32413483
1545,59.24156189
1546,58.48520279
1547,58.39272308
1548,58.20446014
1549,57.95344162
1550,57.78829956
1551,57.57361221
1552,57.24662781
1553,56.35485077
1554,55.97171783
1555,55.4564743
1556,55.3111496
1557,55.89905548
1558,56.41430664
1559,56.35155106
1560,55.73721695
1561,55.50601578
1562,55.72070313
1563,55.55225372
1564,54.48873138
1565,54.27735138
1566,54.06596375
1567,54.56469727
1568,54.03954315
1569,53.86118698
1570,53.58044434
1571,54.1386261
1572,53.85788727
1573,53.66301727
1574,53.84136963
1575,53.98999786
1576,54.46231079
1577,53.23364258
1578,53.86449051
1579,53.8380661
1580,52.91986847
1581,52.66555023
1582,52.77454376
1583,52.728302
1584,52.81748199
1585,53.19400787
1586,53.27327728
1587,53.9668808
1588,53.44832993
1589,53.00904846
1590,51.81010437
1591,51.26843643
1592,50.89521027
1593,50.92163467
1594,50.57813644
1595,50.40969086
1596,50.32381439
1597,50.35353851
1598,50.23794174
1599,50.08600616
1600,49.95059204
1601,50.48896027
1602,50.01664734
1603,50.15206909
1604,49.82508087
1605,49.65993881
1606,49.45185852
1607,49.43204117
1608,49.09844971
1609,48.99936676
